InstituteNo,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,1108,8819
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,15788,17246
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3484,5300
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6364,7866
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10015,11232
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,10143,15313
